entity_id,caa_latest_memb_type_code,caa_latest_memb_type_desc,caa_latest_memb_status_desc
173212,NULL,NULL,NULL
173217,LB,CAA Golden Bear Life Upgrade,Paid
173230,RL,CAA Regular Life Member,Paid
173233,RL,CAA Regular Life Member,Paid
173254,NULL,NULL,NULL
173263,RL,CAA Regular Life Member,Paid
173282,SR,CAA Sr. Citizen Annual,Paid
173283,SL,CAA Sr. Citizen Life,Paid
173288,RL,CAA Regular Life Member,Paid
173325,NULL,NULL,NULL
173350,RL,CAA Regular Life Member,Paid
173355,PL,CAA Paying Life,Lapsed
173382,RL,CAA Regular Life Member,Paid
173388,NULL,NULL,NULL
173399,LB,CAA Golden Bear Life Upgrade,Paid
173400,NULL,NULL,NULL
173413,LB,CAA Golden Bear Life Upgrade,Paid
173480,RL,CAA Regular Life Member,Paid
173490,RL,CAA Regular Life Member,Paid
173507,FP,CAA Life Member - Paid In Full,Paid
173628,LB,CAA Golden Bear Life Upgrade,Paid
173732,FP,CAA Life Member - Paid In Full,Paid
173767,LB,CAA Golden Bear Life Upgrade,Paid
173773,FP,CAA Life Member - Paid In Full,Paid
173779,RL,CAA Regular Life Member,Paid
173897,LB,CAA Golden Bear Life Upgrade,Paid
173913,SL,CAA Sr. Citizen Life,Paid
173917,RL,CAA Regular Life Member,Paid
173926,RL,CAA Regular Life Member,Paid
173943,NULL,NULL,NULL
173948,NULL,NULL,NULL
173962,FP,CAA Life Member - Paid In Full,Paid
174067,SR,CAA Sr. Citizen Annual,Paid
174090,RL,CAA Regular Life Member,Paid
174094,NULL,NULL,NULL
174169,RL,CAA Regular Life Member,Paid
174250,NULL,NULL,NULL
174257,NULL,NULL,NULL
174260,NULL,NULL,NULL
174305,RL,CAA Regular Life Member,Paid
174325,FP,CAA Life Member - Paid In Full,Paid
174342,NULL,NULL,NULL
174343,RL,CAA Regular Life Member,Paid
174390,RL,CAA Regular Life Member,Paid
174394,SR,CAA Sr. Citizen Annual,Paid
174396,NULL,NULL,NULL
174426,SR,CAA Sr. Citizen Annual,Paid
174473,NULL,NULL,NULL
174479,RL,CAA Regular Life Member,Paid
174524,SR,CAA Sr. Citizen Annual,Lapsed
174577,SR,CAA Sr. Citizen Annual,Lapsed
174653,RL,CAA Regular Life Member,Paid
174689,RL,CAA Regular Life Member,Paid
174725,LB,CAA Golden Bear Life Upgrade,Paid
174785,NULL,NULL,NULL
174803,SR,CAA Sr. Citizen Annual,Lapsed
174814,RL,CAA Regular Life Member,Paid
174921,NULL,NULL,NULL
174940,FP,CAA Life Member - Paid In Full,Paid
174993,RL,CAA Regular Life Member,Paid
175003,RL,CAA Regular Life Member,Paid
175026,LB,CAA Golden Bear Life Upgrade,Paid
175083,LB,CAA Golden Bear Life Upgrade,Paid
175157,LB,CAA Golden Bear Life Upgrade,Paid
175228,SL,CAA Sr. Citizen Life,Paid
175257,NULL,NULL,NULL
175315,NULL,NULL,NULL
175327,RL,CAA Regular Life Member,Paid
175353,RL,CAA Regular Life Member,Paid
175388,RL,CAA Regular Life Member,Paid
175395,RL,CAA Regular Life Member,Paid
175407,NULL,NULL,NULL
175419,RL,CAA Regular Life Member,Paid
175423,NULL,NULL,NULL
175428,RA,CAA Regular Annual,Paid
175443,RL,CAA Regular Life Member,Paid
175454,RL,CAA Regular Life Member,Paid
175559,RL,CAA Regular Life Member,Paid
175580,NULL,NULL,NULL
175600,RL,CAA Regular Life Member,Paid
175632,RL,CAA Regular Life Member,Paid
175640,RL,CAA Regular Life Member,Paid
175647,RL,CAA Regular Life Member,Paid
175670,RL,CAA Regular Life Member,Paid
175690,RL,CAA Regular Life Member,Paid
176034,NULL,NULL,NULL
176040,RL,CAA Regular Life Member,Paid
176058,RL,CAA Regular Life Member,Paid
176129,SR,CAA Sr. Citizen Annual,Paid
176131,RL,CAA Regular Life Member,Paid
176144,RL,CAA Regular Life Member,Paid
176151,RA,CAA Regular Annual,Lapsed
176179,RL,CAA Regular Life Member,Paid
176186,NULL,NULL,NULL
176201,LB,CAA Golden Bear Life Upgrade,Paid
176275,RL,CAA Regular Life Member,Paid
176286,SR,CAA Sr. Citizen Annual,Paid
176341,SR,CAA Sr. Citizen Annual,Lapsed
176372,LB,CAA Golden Bear Life Upgrade,Paid
176400,RL,CAA Regular Life Member,Paid
176421,RL,CAA Regular Life Member,Paid
176498,NULL,NULL,NULL
176622,RL,CAA Regular Life Member,Paid
176659,RA,CAA Regular Annual,Lapsed
176661,RL,CAA Regular Life Member,Paid
176696,FP,CAA Life Member - Paid In Full,Paid
176701,LB,CAA Golden Bear Life Upgrade,Paid
176707,RG,CAA Recent Grad Annual,Lapsed
176752,RL,CAA Regular Life Member,Paid
176801,RL,CAA Regular Life Member,Paid
176812,RL,CAA Regular Life Member,Paid
176814,NULL,NULL,NULL
176845,NULL,NULL,NULL
176876,SL,CAA Sr. Citizen Life,Paid
176899,RL,CAA Regular Life Member,Paid
176931,SR,CAA Sr. Citizen Annual,Paid
176952,FP,CAA Life Member - Paid In Full,Paid
176955,NULL,NULL,NULL
176993,RL,CAA Regular Life Member,Paid
176996,RL,CAA Regular Life Member,Paid
177034,RL,CAA Regular Life Member,Paid
177052,RL,CAA Regular Life Member,Paid
177059,NULL,NULL,NULL
177081,SR,CAA Sr. Citizen Annual,Paid
177084,NULL,NULL,NULL
177094,RL,CAA Regular Life Member,Paid
177186,LB,CAA Golden Bear Life Upgrade,Paid
177187,RL,CAA Regular Life Member,Paid
177207,NULL,NULL,NULL
177258,NULL,NULL,NULL
177263,RL,CAA Regular Life Member,Paid
177291,SL,CAA Sr. Citizen Life,Paid
177339,RL,CAA Regular Life Member,Paid
177366,RL,CAA Regular Life Member,Paid
177396,NULL,NULL,NULL
177427,RL,CAA Regular Life Member,Paid
177436,NULL,NULL,NULL
177440,RL,CAA Regular Life Member,Paid
177474,RL,CAA Regular Life Member,Paid
177541,LB,CAA Golden Bear Life Upgrade,Paid
177717,SR,CAA Sr. Citizen Annual,Paid
177722,RL,CAA Regular Life Member,Paid
177787,RL,CAA Regular Life Member,Paid
177802,NULL,NULL,NULL
177823,NULL,NULL,NULL
177875,RA,CAA Regular Annual,Lapsed
177893,NULL,NULL,NULL
177912,NULL,NULL,NULL
177933,NULL,NULL,NULL
177934,LB,CAA Golden Bear Life Upgrade,Paid
177981,RL,CAA Regular Life Member,Paid
177994,RL,CAA Regular Life Member,Paid
178012,RL,CAA Regular Life Member,Paid
178035,RL,CAA Regular Life Member,Paid
178039,RL,CAA Regular Life Member,Paid
178073,RA,CAA Regular Annual,Lapsed
178161,SL,CAA Sr. Citizen Life,Paid
178166,RL,CAA Regular Life Member,Paid
178231,RL,CAA Regular Life Member,Paid
178300,NULL,NULL,NULL
178304,NULL,NULL,NULL
178309,LB,CAA Golden Bear Life Upgrade,Paid
178343,NULL,NULL,NULL
178350,NULL,NULL,NULL
178416,NULL,NULL,NULL
178433,NULL,NULL,NULL
178467,FP,CAA Life Member - Paid In Full,Paid
178474,RL,CAA Regular Life Member,Paid
178481,RL,CAA Regular Life Member,Paid
178523,SR,CAA Sr. Citizen Annual,Paid
178543,RL,CAA Regular Life Member,Paid
178652,RL,CAA Regular Life Member,Paid
178719,RL,CAA Regular Life Member,Paid
178762,LB,CAA Golden Bear Life Upgrade,Paid
178904,FP,CAA Life Member - Paid In Full,Paid
178907,RL,CAA Regular Life Member,Paid
178914,NULL,NULL,NULL
178943,RL,CAA Regular Life Member,Paid
178971,RL,CAA Regular Life Member,Paid
178972,RA,CAA Regular Annual,Lapsed
178990,RL,CAA Regular Life Member,Paid
178992,RL,CAA Regular Life Member,Paid
179143,NULL,NULL,NULL
179169,RL,CAA Regular Life Member,Paid
179195,NULL,NULL,NULL
179219,RL,CAA Regular Life Member,Paid
179221,RL,CAA Regular Life Member,Paid
179224,SR,CAA Sr. Citizen Annual,Paid
179301,RL,CAA Regular Life Member,Paid
179315,RA,CAA Regular Annual,Lapsed
179329,RL,CAA Regular Life Member,Paid
179353,GL,CAA Recent Grad Life,Paid
179468,RL,CAA Regular Life Member,Paid
179472,RL,CAA Regular Life Member,Paid
179485,RL,CAA Regular Life Member,Paid
179518,RL,CAA Regular Life Member,Paid
179588,RL,CAA Regular Life Member,Paid
179639,RL,CAA Regular Life Member,Paid
179648,NULL,NULL,NULL
179713,RL,CAA Regular Life Member,Paid
179755,LB,CAA Golden Bear Life Upgrade,Paid
179777,RA,CAA Regular Annual,Lapsed
179805,RL,CAA Regular Life Member,Paid
179806,GL,CAA Recent Grad Life,Paid
179925,NULL,NULL,NULL
179943,NULL,NULL,NULL
180010,SR,CAA Sr. Citizen Annual,Paid
180011,LB,CAA Golden Bear Life Upgrade,Paid
180064,RL,CAA Regular Life Member,Paid
180087,RA,CAA Regular Annual,Lapsed
180098,RL,CAA Regular Life Member,Paid
180119,RL,CAA Regular Life Member,Paid
180152,NULL,NULL,NULL
180158,RL,CAA Regular Life Member,Paid
180170,SR,CAA Sr. Citizen Annual,Paid
180204,LB,CAA Golden Bear Life Upgrade,Paid
180235,FP,CAA Life Member - Paid In Full,Paid
180274,RL,CAA Regular Life Member,Paid
180280,SR,CAA Sr. Citizen Annual,Paid
180315,RL,CAA Regular Life Member,Paid
180317,RL,CAA Regular Life Member,Paid
180324,LB,CAA Golden Bear Life Upgrade,Paid
180340,NULL,NULL,NULL
180381,RA,CAA Regular Annual,Lapsed
180394,RL,CAA Regular Life Member,Paid
180424,NULL,NULL,NULL
180429,SL,CAA Sr. Citizen Life,Paid
180487,RL,CAA Regular Life Member,Paid
180531,RL,CAA Regular Life Member,Paid
180555,RA,CAA Regular Annual,Lapsed
180654,SR,CAA Sr. Citizen Annual,Lapsed
180707,NULL,NULL,NULL
180768,LB,CAA Golden Bear Life Upgrade,Paid
180796,LB,CAA Golden Bear Life Upgrade,Paid
180829,RL,CAA Regular Life Member,Paid
180836,NULL,NULL,NULL
180877,SR,CAA Sr. Citizen Annual,Paid
180964,RL,CAA Regular Life Member,Paid
180986,LB,CAA Golden Bear Life Upgrade,Paid
180997,RL,CAA Regular Life Member,Paid
181012,NULL,NULL,NULL
181029,NULL,NULL,NULL
181035,LB,CAA Golden Bear Life Upgrade,Paid
181039,NULL,NULL,NULL
181043,RL,CAA Regular Life Member,Paid
181045,RL,CAA Regular Life Member,Paid
181060,NULL,NULL,NULL
181095,RA,CAA Regular Annual,Lapsed
181151,RL,CAA Regular Life Member,Paid
181194,RA,CAA Regular Annual,Lapsed
181198,RL,CAA Regular Life Member,Paid
181208,NULL,NULL,NULL
181212,RL,CAA Regular Life Member,Paid
181223,SL,CAA Sr. Citizen Life,Paid
181225,SL,CAA Sr. Citizen Life,Paid
181302,NULL,NULL,NULL
181367,RL,CAA Regular Life Member,Paid
181375,RL,CAA Regular Life Member,Paid
181398,SP,CAA Spouse Life,Paid
181425,NULL,NULL,NULL
181438,NULL,NULL,NULL
181456,RL,CAA Regular Life Member,Paid
181473,RL,CAA Regular Life Member,Paid
181484,NULL,NULL,NULL
181488,RL,CAA Regular Life Member,Paid
181501,NULL,NULL,NULL
181567,NULL,NULL,NULL
181596,NULL,NULL,NULL
181606,RL,CAA Regular Life Member,Paid
181624,RL,CAA Regular Life Member,Paid
181635,NULL,NULL,NULL
181656,RL,CAA Regular Life Member,Paid
181684,RL,CAA Regular Life Member,Paid
181792,SR,CAA Sr. Citizen Annual,Lapsed
181804,SR,CAA Sr. Citizen Annual,Paid
181848,RL,CAA Regular Life Member,Paid
181860,RA,CAA Regular Annual,Lapsed
181877,NULL,NULL,NULL
181888,RL,CAA Regular Life Member,Paid
181923,RL,CAA Regular Life Member,Paid
181978,RL,CAA Regular Life Member,Paid
181982,NULL,NULL,NULL
182031,RA,CAA Regular Annual,Lapsed
182067,NULL,NULL,NULL
182141,RL,CAA Regular Life Member,Paid
182188,SR,CAA Sr. Citizen Annual,Lapsed
182268,NULL,NULL,NULL
182383,RL,CAA Regular Life Member,Paid
182398,RL,CAA Regular Life Member,Paid
182404,RL,CAA Regular Life Member,Paid
182440,RL,CAA Regular Life Member,Paid
182454,SR,CAA Sr. Citizen Annual,Lapsed
182501,NULL,NULL,NULL
182504,RL,CAA Regular Life Member,Paid
182560,NULL,NULL,NULL
182664,NULL,NULL,NULL
182665,RL,CAA Regular Life Member,Paid
182674,RL,CAA Regular Life Member,Paid
182678,RL,CAA Regular Life Member,Paid
182690,RL,CAA Regular Life Member,Paid
182742,RL,CAA Regular Life Member,Paid
182747,RL,CAA Regular Life Member,Paid
182769,RL,CAA Regular Life Member,Paid
182806,RL,CAA Regular Life Member,Paid
182865,RL,CAA Regular Life Member,Paid
182869,RL,CAA Regular Life Member,Paid
182896,RL,CAA Regular Life Member,Paid
182912,FP,CAA Life Member - Paid In Full,Paid
182925,NULL,NULL,NULL
182931,LB,CAA Golden Bear Life Upgrade,Paid
182979,RL,CAA Regular Life Member,Paid
183036,SL,CAA Sr. Citizen Life,Paid
183124,LB,CAA Golden Bear Life Upgrade,Paid
183141,RL,CAA Regular Life Member,Paid
183145,LB,CAA Golden Bear Life Upgrade,Paid
183200,RL,CAA Regular Life Member,Paid
183226,RL,CAA Regular Life Member,Paid
183284,NULL,NULL,NULL
183310,NULL,NULL,NULL
183319,RL,CAA Regular Life Member,Paid
183513,NULL,NULL,NULL
183544,RL,CAA Regular Life Member,Paid
183562,SL,CAA Sr. Citizen Life,Paid
183604,BL,CAA Golden Bear Life Paid In Full,Paid
183622,NULL,NULL,NULL
183753,RL,CAA Regular Life Member,Paid
183780,SR,CAA Sr. Citizen Annual,Paid
183796,NULL,NULL,NULL
183810,RL,CAA Regular Life Member,Paid
183827,RL,CAA Regular Life Member,Paid
183832,RL,CAA Regular Life Member,Paid
183875,SL,CAA Sr. Citizen Life,Paid
183903,SR,CAA Sr. Citizen Annual,Lapsed
183912,SL,CAA Sr. Citizen Life,Paid
183924,NULL,NULL,NULL
183938,LB,CAA Golden Bear Life Upgrade,Paid
183945,RL,CAA Regular Life Member,Paid
183961,SL,CAA Sr. Citizen Life,Paid
183973,NULL,NULL,NULL
184006,NULL,NULL,NULL
184019,SR,CAA Sr. Citizen Annual,Paid
184037,RL,CAA Regular Life Member,Paid
184099,RL,CAA Regular Life Member,Paid
184167,FP,CAA Life Member - Paid In Full,Paid
184170,NULL,NULL,NULL
184201,FP,CAA Life Member - Paid In Full,Paid
184212,RL,CAA Regular Life Member,Paid
184219,NULL,NULL,NULL
184274,SL,CAA Sr. Citizen Life,Paid
184281,NULL,NULL,NULL
184307,RL,CAA Regular Life Member,Paid
184403,NULL,NULL,NULL
184433,FP,CAA Life Member - Paid In Full,Paid
184462,RL,CAA Regular Life Member,Paid
184472,NULL,NULL,NULL
184581,RA,CAA Regular Annual,Lapsed
184620,RL,CAA Regular Life Member,Paid
184663,RL,CAA Regular Life Member,Paid
184702,RL,CAA Regular Life Member,Paid
184712,NULL,NULL,NULL
184722,RL,CAA Regular Life Member,Paid
184732,NULL,NULL,NULL
184800,NULL,NULL,NULL
184885,LB,CAA Golden Bear Life Upgrade,Paid
184923,SL,CAA Sr. Citizen Life,Paid
184996,LB,CAA Golden Bear Life Upgrade,Paid
185002,RL,CAA Regular Life Member,Paid
185005,NULL,NULL,NULL
185090,RL,CAA Regular Life Member,Paid
185099,FP,CAA Life Member - Paid In Full,Paid
185176,RL,CAA Regular Life Member,Paid
185208,SL,CAA Sr. Citizen Life,Paid
185236,RL,CAA Regular Life Member,Paid
185309,RA,CAA Regular Annual,Lapsed
185344,NULL,NULL,NULL
185497,RL,CAA Regular Life Member,Paid
185562,RA,CAA Regular Annual,Lapsed
185589,RL,CAA Regular Life Member,Paid
185669,FP,CAA Life Member - Paid In Full,Paid
185717,NULL,NULL,NULL
185725,RL,CAA Regular Life Member,Paid
185756,RL,CAA Regular Life Member,Paid
185777,NULL,NULL,NULL
185951,RL,CAA Regular Life Member,Paid
185959,NULL,NULL,NULL
186005,SP,CAA Spouse Life,Paid
186006,RA,CAA Regular Annual,Lapsed
186021,RL,CAA Regular Life Member,Paid
186032,RL,CAA Regular Life Member,Paid
186204,LB,CAA Golden Bear Life Upgrade,Paid
186234,RL,CAA Regular Life Member,Paid
186235,RL,CAA Regular Life Member,Paid
186254,P6,CAA Life Annual - Sr. Citizen,Active
186292,SR,CAA Sr. Citizen Annual,Lapsed
186407,SP,CAA Spouse Life,Paid
186461,RL,CAA Regular Life Member,Paid
186465,NULL,NULL,NULL
186497,NULL,NULL,NULL
186508,RL,CAA Regular Life Member,Paid
186594,RL,CAA Regular Life Member,Paid
186629,RL,CAA Regular Life Member,Paid
186671,NULL,NULL,NULL
186764,LB,CAA Golden Bear Life Upgrade,Paid
186765,FP,CAA Life Member - Paid In Full,Paid
186783,SL,CAA Sr. Citizen Life,Paid
186803,RL,CAA Regular Life Member,Paid
186838,SL,CAA Sr. Citizen Life,Paid
186900,SL,CAA Sr. Citizen Life,Paid
186901,NULL,NULL,NULL
186947,SR,CAA Sr. Citizen Annual,Lapsed
186955,SR,CAA Sr. Citizen Annual,Lapsed
186967,SR,CAA Sr. Citizen Annual,Lapsed
187014,RL,CAA Regular Life Member,Paid
187025,RL,CAA Regular Life Member,Paid
187030,P6,CAA Life Annual - Sr. Citizen,Active
187052,RL,CAA Regular Life Member,Paid
187136,RL,CAA Regular Life Member,Paid
187147,RL,CAA Regular Life Member,Paid
187220,RL,CAA Regular Life Member,Paid
187300,NULL,NULL,NULL
187316,SR,CAA Sr. Citizen Annual,Lapsed
187380,NULL,NULL,NULL
187403,RL,CAA Regular Life Member,Paid
187492,NULL,NULL,NULL
187584,FP,CAA Life Member - Paid In Full,Paid
187594,NULL,NULL,NULL
187626,RL,CAA Regular Life Member,Paid
187628,RL,CAA Regular Life Member,Paid
187634,SL,CAA Sr. Citizen Life,Paid
187636,RL,CAA Regular Life Member,Paid
187696,LB,CAA Golden Bear Life Upgrade,Paid
187709,RL,CAA Regular Life Member,Paid
187750,RL,CAA Regular Life Member,Paid
187759,NULL,NULL,NULL
187769,RL,CAA Regular Life Member,Paid
187826,SR,CAA Sr. Citizen Annual,Paid
187845,RL,CAA Regular Life Member,Paid
187945,RA,CAA Regular Annual,Lapsed
187956,NULL,NULL,NULL
187983,RL,CAA Regular Life Member,Paid
187985,RL,CAA Regular Life Member,Paid
187996,RL,CAA Regular Life Member,Paid
187997,SP,CAA Spouse Life,Paid
188049,NULL,NULL,NULL
188185,RL,CAA Regular Life Member,Paid
188208,RL,CAA Regular Life Member,Paid
188255,FP,CAA Life Member - Paid In Full,Paid
188280,RL,CAA Regular Life Member,Paid
188287,NULL,NULL,NULL
188351,RL,CAA Regular Life Member,Paid
188362,RL,CAA Regular Life Member,Paid
188436,RL,CAA Regular Life Member,Paid
188437,SR,CAA Sr. Citizen Annual,Lapsed
188440,SR,CAA Sr. Citizen Annual,Lapsed
188476,RL,CAA Regular Life Member,Paid
188506,NULL,NULL,NULL
188508,NULL,NULL,NULL
188538,RL,CAA Regular Life Member,Paid
188647,RL,CAA Regular Life Member,Paid
188669,RL,CAA Regular Life Member,Paid
188877,NULL,NULL,NULL
188929,SR,CAA Sr. Citizen Annual,Paid
188945,RL,CAA Regular Life Member,Paid
188958,RA,CAA Regular Annual,Lapsed
188976,RL,CAA Regular Life Member,Paid
188992,RL,CAA Regular Life Member,Paid
189066,LB,CAA Golden Bear Life Upgrade,Paid
189102,RL,CAA Regular Life Member,Paid
189177,FP,CAA Life Member - Paid In Full,Paid
189184,RL,CAA Regular Life Member,Paid
189185,SR,CAA Sr. Citizen Annual,Lapsed
189228,FP,CAA Life Member - Paid In Full,Paid
189299,NULL,NULL,NULL
189331,RL,CAA Regular Life Member,Paid
189344,RA,CAA Regular Annual,Lapsed
189379,RL,CAA Regular Life Member,Paid
189453,NULL,NULL,NULL
189465,RL,CAA Regular Life Member,Paid
189469,RL,CAA Regular Life Member,Paid
189475,NULL,NULL,NULL
189506,FP,CAA Life Member - Paid In Full,Active
189571,RL,CAA Regular Life Member,Paid
189583,RA,CAA Regular Annual,Lapsed
189586,SL,CAA Sr. Citizen Life,Paid
189601,SR,CAA Sr. Citizen Annual,Lapsed
189616,RL,CAA Regular Life Member,Paid
189629,RA,CAA Regular Annual,Lapsed
189635,LB,CAA Golden Bear Life Upgrade,Paid
189637,RL,CAA Regular Life Member,Paid
189648,RL,CAA Regular Life Member,Paid
189738,RL,CAA Regular Life Member,Paid
189753,RL,CAA Regular Life Member,Paid
189796,RL,CAA Regular Life Member,Paid
189797,SR,CAA Sr. Citizen Annual,Lapsed
189809,NULL,NULL,NULL
189877,SR,CAA Sr. Citizen Annual,Paid
189930,RA,CAA Regular Annual,Lapsed
190060,RL,CAA Regular Life Member,Paid
190067,RL,CAA Regular Life Member,Paid
190084,RL,CAA Regular Life Member,Paid
190085,RL,CAA Regular Life Member,Paid
190086,RA,CAA Regular Annual,Lapsed
190117,RL,CAA Regular Life Member,Paid
190186,RA,CAA Regular Annual,Lapsed
190214,SR,CAA Sr. Citizen Annual,Paid
190228,RL,CAA Regular Life Member,Paid
190235,SL,CAA Sr. Citizen Life,Paid
190241,NULL,NULL,NULL
190279,RL,CAA Regular Life Member,Paid
190300,SR,CAA Sr. Citizen Annual,Paid
190301,RA,CAA Regular Annual,Lapsed
190353,RL,CAA Regular Life Member,Paid
190465,RL,CAA Regular Life Member,Paid
190540,SR,CAA Sr. Citizen Annual,Lapsed
190554,SP,CAA Spouse Life,Paid
190555,RL,CAA Regular Life Member,Paid
190561,NULL,NULL,NULL
190570,SP,CAA Spouse Life,Paid
190628,RA,CAA Regular Annual,Lapsed
190634,NULL,NULL,NULL
190652,NULL,NULL,NULL
190717,NULL,NULL,NULL
190718,RA,CAA Regular Annual,Lapsed
190801,SR,CAA Sr. Citizen Annual,Paid
190813,NULL,NULL,NULL
190850,NULL,NULL,NULL
190852,RA,CAA Regular Annual,Lapsed
190978,RA,CAA Regular Annual,Lapsed
190980,RL,CAA Regular Life Member,Paid
191002,LB,CAA Golden Bear Life Upgrade,Paid
191043,SL,CAA Sr. Citizen Life,Paid
191063,SR,CAA Sr. Citizen Annual,Lapsed
191086,LB,CAA Golden Bear Life Upgrade,Paid
191095,RA,CAA Regular Annual,Lapsed
191110,LB,CAA Golden Bear Life Upgrade,Paid
191159,NULL,NULL,NULL
191179,RL,CAA Regular Life Member,Paid
191195,RL,CAA Regular Life Member,Paid
191205,RA,CAA Regular Annual,Lapsed
191221,SL,CAA Sr. Citizen Life,Paid
191223,SR,CAA Sr. Citizen Annual,Paid
191244,RL,CAA Regular Life Member,Paid
191321,RL,CAA Regular Life Member,Paid
191357,RL,CAA Regular Life Member,Paid
191381,RA,CAA Regular Annual,Lapsed
191426,RL,CAA Regular Life Member,Paid
191444,RL,CAA Regular Life Member,Paid
191516,RL,CAA Regular Life Member,Paid
191531,RL,CAA Regular Life Member,Paid
191534,RA,CAA Regular Annual,Lapsed
191550,RA,CAA Regular Annual,Lapsed
191560,SR,CAA Sr. Citizen Annual,Lapsed
191589,RL,CAA Regular Life Member,Paid
191591,RL,CAA Regular Life Member,Paid
191607,RL,CAA Regular Life Member,Paid
191653,RL,CAA Regular Life Member,Paid
191684,RL,CAA Regular Life Member,Paid
191705,RL,CAA Regular Life Member,Paid
191736,RL,CAA Regular Life Member,Paid
191813,RL,CAA Regular Life Member,Paid
191818,SR,CAA Sr. Citizen Annual,Paid
191847,LB,CAA Golden Bear Life Upgrade,Paid
191906,RL,CAA Regular Life Member,Paid
191958,RL,CAA Regular Life Member,Paid
191982,NULL,NULL,NULL
191986,NULL,NULL,NULL
191990,NULL,NULL,NULL
192001,RL,CAA Regular Life Member,Paid
192062,RL,CAA Regular Life Member,Paid
192116,SR,CAA Sr. Citizen Annual,Paid
192135,RL,CAA Regular Life Member,Paid
192148,NULL,NULL,NULL
192267,SP,CAA Spouse Life,Paid
192268,RL,CAA Regular Life Member,Paid
192299,SR,CAA Sr. Citizen Annual,Paid
192328,SR,CAA Sr. Citizen Annual,Paid
192416,RL,CAA Regular Life Member,Paid
192464,RA,CAA Regular Annual,Lapsed
192499,RL,CAA Regular Life Member,Paid
192515,RL,CAA Regular Life Member,Paid
192517,RL,CAA Regular Life Member,Paid
192672,NULL,NULL,NULL
192782,RL,CAA Regular Life Member,Paid
192789,SL,CAA Sr. Citizen Life,Paid
192821,SL,CAA Sr. Citizen Life,Paid
192852,SR,CAA Sr. Citizen Annual,Lapsed
192857,LB,CAA Golden Bear Life Upgrade,Paid
192887,RL,CAA Regular Life Member,Paid
192934,RL,CAA Regular Life Member,Paid
193028,RL,CAA Regular Life Member,Paid
193043,RL,CAA Regular Life Member,Paid
193067,RL,CAA Regular Life Member,Paid
193078,RL,CAA Regular Life Member,Paid
193094,NULL,NULL,NULL
193124,RL,CAA Regular Life Member,Paid
193138,NULL,NULL,NULL
193152,NULL,NULL,NULL
193160,RL,CAA Regular Life Member,Paid
193190,RL,CAA Regular Life Member,Paid
193191,RL,CAA Regular Life Member,Paid
193214,RL,CAA Regular Life Member,Paid
193316,RL,CAA Regular Life Member,Paid
193356,LB,CAA Golden Bear Life Upgrade,Paid
193361,RL,CAA Regular Life Member,Paid
193388,RL,CAA Regular Life Member,Paid
193394,SL,CAA Sr. Citizen Life,Paid
193411,RL,CAA Regular Life Member,Paid
193417,RL,CAA Regular Life Member,Paid
193431,NULL,NULL,NULL
193452,FP,CAA Life Member - Paid In Full,Paid
193485,SR,CAA Sr. Citizen Annual,Lapsed
193525,FP,CAA Life Member - Paid In Full,Paid
193529,FP,CAA Life Member - Paid In Full,Paid
193587,RL,CAA Regular Life Member,Paid
193593,RA,CAA Regular Annual,Lapsed
193653,RL,CAA Regular Life Member,Paid
193661,RL,CAA Regular Life Member,Paid
193748,RL,CAA Regular Life Member,Paid
193765,RL,CAA Regular Life Member,Paid
193788,NULL,NULL,NULL
193825,RL,CAA Regular Life Member,Paid
193828,NULL,NULL,NULL
193835,SL,CAA Sr. Citizen Life,Paid
193836,RL,CAA Regular Life Member,Paid
193847,RL,CAA Regular Life Member,Paid
193851,RL,CAA Regular Life Member,Paid
193853,NULL,NULL,NULL
193855,NULL,NULL,NULL
193889,RL,CAA Regular Life Member,Paid
193996,SR,CAA Sr. Citizen Annual,Lapsed
193997,RL,CAA Regular Life Member,Paid
194008,RL,CAA Regular Life Member,Paid
194049,SL,CAA Sr. Citizen Life,Paid
194074,RL,CAA Regular Life Member,Paid
194080,NULL,NULL,NULL
194086,SR,CAA Sr. Citizen Annual,Lapsed
194167,NULL,NULL,NULL
194176,LB,CAA Golden Bear Life Upgrade,Paid
194180,RA,CAA Regular Annual,Lapsed
194238,RL,CAA Regular Life Member,Paid
194267,RA,CAA Regular Annual,Lapsed
194278,RL,CAA Regular Life Member,Paid
194279,RL,CAA Regular Life Member,Paid
194292,LB,CAA Golden Bear Life Upgrade,Paid
194304,LB,CAA Golden Bear Life Upgrade,Paid
194316,SR,CAA Sr. Citizen Annual,Lapsed
194321,NULL,NULL,NULL
194332,NULL,NULL,NULL
194335,RL,CAA Regular Life Member,Paid
194366,NULL,NULL,NULL
194390,NULL,NULL,NULL
194396,RA,CAA Regular Annual,Lapsed
194406,RA,CAA Regular Annual,Lapsed
194442,NULL,NULL,NULL
194469,LB,CAA Golden Bear Life Upgrade,Paid
194482,NULL,NULL,NULL
194499,RA,CAA Regular Annual,Lapsed
194532,RL,CAA Regular Life Member,Paid
194553,RA,CAA Regular Annual,Lapsed
194569,NULL,NULL,NULL
194596,LB,CAA Golden Bear Life Upgrade,Paid
194599,RL,CAA Regular Life Member,Paid
194611,NULL,NULL,NULL
194623,RL,CAA Regular Life Member,Paid
194628,RL,CAA Regular Life Member,Paid
194635,SP,CAA Spouse Life,Paid
194640,NULL,NULL,NULL
