entity_id,caa_latest_memb_type_code,caa_latest_memb_type_desc,caa_latest_memb_status_desc
287321,P6,CAA Life Annual - Sr. Citizen,Active
287429,NULL,NULL,NULL
287570,RA,CAA Regular Annual,Lapsed
287703,NULL,NULL,NULL
287759,FP,CAA Life Member - Paid In Full,Paid
287785,SR,CAA Sr. Citizen Annual,Paid
287888,FP,CAA Life Member - Paid In Full,Paid
287946,RL,CAA Regular Life Member,Paid
288016,NULL,NULL,NULL
288073,FP,CAA Life Member - Paid In Full,Paid
288271,RA,CAA Regular Annual,Lapsed
288313,NULL,NULL,NULL
288315,LB,CAA Golden Bear Life Upgrade,Paid
288614,SP,CAA Spouse Life,Paid
288652,RL,CAA Regular Life Member,Paid
288690,SL,CAA Sr. Citizen Life,Paid
288702,LB,CAA Golden Bear Life Upgrade,Paid
288731,SL,CAA Sr. Citizen Life,Paid
288740,LB,CAA Golden Bear Life Upgrade,Paid
288807,NULL,NULL,NULL
288879,SR,CAA Sr. Citizen Annual,Lapsed
289030,FP,CAA Life Member - Paid In Full,Paid
289036,RL,CAA Regular Life Member,Paid
289037,SR,CAA Sr. Citizen Annual,Lapsed
289056,RL,CAA Regular Life Member,Paid
289061,RA,CAA Regular Annual,Lapsed
289078,NULL,NULL,NULL
289107,RA,CAA Regular Annual,Lapsed
289118,SR,CAA Sr. Citizen Annual,Lapsed
289119,RL,CAA Regular Life Member,Paid
289126,RL,CAA Regular Life Member,Paid
289139,NULL,NULL,NULL
289147,RA,CAA Regular Annual,Lapsed
289155,RL,CAA Regular Life Member,Paid
289210,LB,CAA Golden Bear Life Upgrade,Paid
289226,RL,CAA Regular Life Member,Paid
289234,RL,CAA Regular Life Member,Paid
289243,RL,CAA Regular Life Member,Paid
289251,RL,CAA Regular Life Member,Paid
289274,RA,CAA Regular Annual,Paid
289289,RL,CAA Regular Life Member,Paid
289308,FP,CAA Life Member - Paid In Full,Paid
289316,RL,CAA Regular Life Member,Paid
289318,FP,CAA Life Member - Paid In Full,Paid
289331,RL,CAA Regular Life Member,Paid
289366,RL,CAA Regular Life Member,Paid
289372,RL,CAA Regular Life Member,Paid
289457,RL,CAA Regular Life Member,Paid
289458,RL,CAA Regular Life Member,Paid
289482,RL,CAA Regular Life Member,Paid
289621,RA,CAA Regular Annual,Lapsed
289627,LB,CAA Golden Bear Life Upgrade,Paid
289634,NULL,NULL,NULL
289636,RA,CAA Regular Annual,Lapsed
289660,NULL,NULL,NULL
289704,SR,CAA Sr. Citizen Annual,Lapsed
289705,NULL,NULL,NULL
289706,SL,CAA Sr. Citizen Life,Paid
289716,RL,CAA Regular Life Member,Paid
289741,RL,CAA Regular Life Member,Paid
289766,SR,CAA Sr. Citizen Annual,Lapsed
289774,NULL,NULL,NULL
289801,FP,CAA Life Member - Paid In Full,Paid
289811,RA,CAA Regular Annual,Lapsed
289850,RA,CAA Regular Annual,Paid
289855,RL,CAA Regular Life Member,Paid
289867,LB,CAA Golden Bear Life Upgrade,Paid
289870,P6,CAA Life Annual - Sr. Citizen,Active
289895,RL,CAA Regular Life Member,Paid
289939,RL,CAA Regular Life Member,Paid
289948,RL,CAA Regular Life Member,Paid
289951,RA,CAA Regular Annual,Lapsed
289954,RL,CAA Regular Life Member,Paid
289980,RL,CAA Regular Life Member,Paid
289992,RL,CAA Regular Life Member,Paid
289994,RL,CAA Regular Life Member,Paid
289996,RL,CAA Regular Life Member,Paid
290055,NULL,NULL,NULL
290073,RL,CAA Regular Life Member,Paid
290115,RA,CAA Regular Annual,Lapsed
290116,RL,CAA Regular Life Member,Paid
290181,RL,CAA Regular Life Member,Paid
290186,SR,CAA Sr. Citizen Annual,Paid
290194,RL,CAA Regular Life Member,Paid
290239,SR,CAA Sr. Citizen Annual,Paid
290287,RL,CAA Regular Life Member,Paid
290325,RL,CAA Regular Life Member,Paid
290329,LB,CAA Golden Bear Life Upgrade,Paid
290337,RL,CAA Regular Life Member,Paid
290341,NULL,NULL,NULL
290361,RA,CAA Regular Annual,Lapsed
290368,LB,CAA Golden Bear Life Upgrade,Paid
290374,SR,CAA Sr. Citizen Annual,Lapsed
290383,RL,CAA Regular Life Member,Paid
290422,RL,CAA Regular Life Member,Paid
290523,FP,CAA Life Member - Paid In Full,Paid
290528,LB,CAA Golden Bear Life Upgrade,Paid
290529,RL,CAA Regular Life Member,Paid
290554,RL,CAA Regular Life Member,Paid
290627,RL,CAA Regular Life Member,Paid
290630,NULL,NULL,NULL
290653,RL,CAA Regular Life Member,Paid
290665,RL,CAA Regular Life Member,Paid
290691,RL,CAA Regular Life Member,Paid
290700,RL,CAA Regular Life Member,Paid
290739,P6,CAA Life Annual - Sr. Citizen,Lapsed
290740,LB,CAA Golden Bear Life Upgrade,Paid
290750,LB,CAA Golden Bear Life Upgrade,Paid
290764,RA,CAA Regular Annual,Lapsed
290818,SP,CAA Spouse Life,Paid
290822,LB,CAA Golden Bear Life Upgrade,Paid
290831,FP,CAA Life Member - Paid In Full,Paid
290869,RL,CAA Regular Life Member,Paid
290882,LB,CAA Golden Bear Life Upgrade,Paid
290886,RL,CAA Regular Life Member,Paid
290888,RL,CAA Regular Life Member,Paid
290920,LB,CAA Golden Bear Life Upgrade,Paid
290922,RL,CAA Regular Life Member,Paid
290930,RL,CAA Regular Life Member,Paid
290938,SP,CAA Spouse Life,Paid
290945,LB,CAA Golden Bear Life Upgrade,Paid
290958,LB,CAA Golden Bear Life Upgrade,Paid
290959,RL,CAA Regular Life Member,Paid
290968,RL,CAA Regular Life Member,Paid
290999,SR,CAA Sr. Citizen Annual,Paid
291018,RL,CAA Regular Life Member,Paid
291023,NULL,NULL,NULL
291048,RL,CAA Regular Life Member,Paid
291079,RL,CAA Regular Life Member,Paid
291121,RL,CAA Regular Life Member,Paid
291125,RL,CAA Regular Life Member,Paid
291129,RA,CAA Regular Annual,Lapsed
291152,RL,CAA Regular Life Member,Paid
291153,SR,CAA Sr. Citizen Annual,Paid
291208,RL,CAA Regular Life Member,Paid
291217,LB,CAA Golden Bear Life Upgrade,Paid
291232,RL,CAA Regular Life Member,Paid
291244,RL,CAA Regular Life Member,Paid
291252,RL,CAA Regular Life Member,Paid
291257,RL,CAA Regular Life Member,Paid
291259,RL,CAA Regular Life Member,Paid
291267,RL,CAA Regular Life Member,Paid
291275,LB,CAA Golden Bear Life Upgrade,Paid
291286,RL,CAA Regular Life Member,Paid
291329,LB,CAA Golden Bear Life Upgrade,Paid
291354,RL,CAA Regular Life Member,Paid
291374,RL,CAA Regular Life Member,Paid
291391,RL,CAA Regular Life Member,Paid
291402,FP,CAA Life Member - Paid In Full,Paid
291422,RL,CAA Regular Life Member,Paid
291432,RL,CAA Regular Life Member,Paid
291443,RL,CAA Regular Life Member,Paid
291444,RL,CAA Regular Life Member,Paid
291471,RL,CAA Regular Life Member,Paid
291499,FP,CAA Life Member - Paid In Full,Paid
291507,RL,CAA Regular Life Member,Paid
291516,LB,CAA Golden Bear Life Upgrade,Paid
291533,LB,CAA Golden Bear Life Upgrade,Paid
291551,RL,CAA Regular Life Member,Paid
291558,RA,CAA Regular Annual,Lapsed
291565,FP,CAA Life Member - Paid In Full,Paid
291573,RL,CAA Regular Life Member,Paid
291610,RL,CAA Regular Life Member,Paid
291631,RL,CAA Regular Life Member,Paid
291643,RL,CAA Regular Life Member,Paid
291651,RL,CAA Regular Life Member,Paid
291705,NULL,NULL,NULL
291722,RL,CAA Regular Life Member,Paid
291735,LB,CAA Golden Bear Life Upgrade,Paid
291740,SR,CAA Sr. Citizen Annual,Paid
291744,RL,CAA Regular Life Member,Paid
291754,RL,CAA Regular Life Member,Paid
291808,RA,CAA Regular Annual,Lapsed
291851,RL,CAA Regular Life Member,Paid
291859,NULL,NULL,NULL
291860,LB,CAA Golden Bear Life Upgrade,Paid
291863,RL,CAA Regular Life Member,Paid
291879,RL,CAA Regular Life Member,Paid
291896,LB,CAA Golden Bear Life Upgrade,Paid
291910,RL,CAA Regular Life Member,Paid
291936,RL,CAA Regular Life Member,Paid
291943,RL,CAA Regular Life Member,Paid
291947,LB,CAA Golden Bear Life Upgrade,Paid
291949,LB,CAA Golden Bear Life Upgrade,Paid
291951,SR,CAA Sr. Citizen Annual,Lapsed
291957,RL,CAA Regular Life Member,Paid
291966,RL,CAA Regular Life Member,Paid
291974,RL,CAA Regular Life Member,Paid
291992,RL,CAA Regular Life Member,Paid
291994,RL,CAA Regular Life Member,Paid
292026,RL,CAA Regular Life Member,Paid
292040,RL,CAA Regular Life Member,Paid
292045,RL,CAA Regular Life Member,Paid
292064,SL,CAA Sr. Citizen Life,Paid
292133,NULL,NULL,NULL
292141,RA,CAA Regular Annual,Lapsed
292142,RL,CAA Regular Life Member,Active
292157,RL,CAA Regular Life Member,Paid
292159,RL,CAA Regular Life Member,Paid
292188,NULL,NULL,NULL
292206,SR,CAA Sr. Citizen Annual,Paid
292209,RL,CAA Regular Life Member,Paid
292224,RL,CAA Regular Life Member,Paid
292257,P6,CAA Life Annual - Sr. Citizen,Active
292282,RL,CAA Regular Life Member,Paid
292291,RL,CAA Regular Life Member,Paid
292302,RL,CAA Regular Life Member,Paid
292310,RL,CAA Regular Life Member,Paid
292315,RL,CAA Regular Life Member,Paid
292341,RL,CAA Regular Life Member,Paid
292353,NULL,NULL,NULL
292378,RL,CAA Regular Life Member,Paid
292384,RL,CAA Regular Life Member,Paid
292423,RA,CAA Regular Annual,Lapsed
292424,RL,CAA Regular Life Member,Paid
292432,RL,CAA Regular Life Member,Paid
292439,RL,CAA Regular Life Member,Paid
292455,RL,CAA Regular Life Member,Paid
292458,RL,CAA Regular Life Member,Paid
292477,RL,CAA Regular Life Member,Paid
292486,RL,CAA Regular Life Member,Paid
292487,RL,CAA Regular Life Member,Paid
292490,LB,CAA Golden Bear Life Upgrade,Paid
292501,NULL,NULL,NULL
292528,RL,CAA Regular Life Member,Paid
292545,RL,CAA Regular Life Member,Paid
292555,RL,CAA Regular Life Member,Paid
292591,RL,CAA Regular Life Member,Paid
292597,RL,CAA Regular Life Member,Paid
292629,NULL,NULL,NULL
292659,RL,CAA Regular Life Member,Paid
292662,RL,CAA Regular Life Member,Paid
292692,RL,CAA Regular Life Member,Paid
292713,RL,CAA Regular Life Member,Paid
292718,RL,CAA Regular Life Member,Paid
292727,RL,CAA Regular Life Member,Paid
292734,RL,CAA Regular Life Member,Paid
292742,RL,CAA Regular Life Member,Paid
292748,RL,CAA Regular Life Member,Paid
292758,PL,CAA Paying Life,Lapsed
292766,LB,CAA Golden Bear Life Upgrade,Paid
292777,RL,CAA Regular Life Member,Paid
292784,RL,CAA Regular Life Member,Paid
292790,FP,CAA Life Member - Paid In Full,Paid
292792,RL,CAA Regular Life Member,Paid
292800,RA,CAA Regular Annual,Lapsed
292821,LB,CAA Golden Bear Life Upgrade,Paid
292830,RA,CAA Regular Annual,Lapsed
292836,LB,CAA Golden Bear Life Upgrade,Paid
292853,RL,CAA Regular Life Member,Paid
292863,RL,CAA Regular Life Member,Paid
292876,RL,CAA Regular Life Member,Paid
292898,RL,CAA Regular Life Member,Paid
292908,NULL,NULL,NULL
292910,SL,CAA Sr. Citizen Life,Paid
292924,NULL,NULL,NULL
292946,RA,CAA Regular Annual,Lapsed
292962,NULL,NULL,NULL
292966,LB,CAA Golden Bear Life Upgrade,Paid
293004,RL,CAA Regular Life Member,Paid
293103,RL,CAA Regular Life Member,Paid
293116,FP,CAA Life Member - Paid In Full,Paid
293134,RL,CAA Regular Life Member,Paid
293141,LB,CAA Golden Bear Life Upgrade,Paid
293170,RL,CAA Regular Life Member,Paid
293180,RL,CAA Regular Life Member,Paid
293270,LB,CAA Golden Bear Life Upgrade,Paid
293277,LB,CAA Golden Bear Life Upgrade,Paid
293279,P4,CAA Life Annual - Regular,Lapsed
293366,RL,CAA Regular Life Member,Paid
293378,RL,CAA Regular Life Member,Paid
293401,NULL,NULL,NULL
293423,RL,CAA Regular Life Member,Paid
293424,RA,CAA Regular Annual,Lapsed
293448,RA,CAA Regular Annual,Lapsed
293450,LB,CAA Golden Bear Life Upgrade,Paid
293453,P6,CAA Life Annual - Sr. Citizen,Active
293455,LB,CAA Golden Bear Life Upgrade,Paid
293458,RL,CAA Regular Life Member,Paid
293460,RL,CAA Regular Life Member,Paid
293473,RL,CAA Regular Life Member,Paid
293483,RL,CAA Regular Life Member,Paid
293485,RL,CAA Regular Life Member,Paid
293488,RL,CAA Regular Life Member,Paid
293503,RL,CAA Regular Life Member,Paid
293505,RL,CAA Regular Life Member,Paid
293544,RL,CAA Regular Life Member,Paid
293568,NULL,NULL,NULL
293590,RL,CAA Regular Life Member,Paid
293606,RA,CAA Regular Annual,Lapsed
293631,RL,CAA Regular Life Member,Paid
293654,LB,CAA Golden Bear Life Upgrade,Paid
293677,LB,CAA Golden Bear Life Upgrade,Paid
293682,NULL,NULL,NULL
293688,RA,CAA Regular Annual,Lapsed
293691,SL,CAA Sr. Citizen Life,Paid
293700,RA,CAA Regular Annual,Lapsed
293707,NULL,NULL,NULL
293712,SR,CAA Sr. Citizen Annual,Paid
293721,SP,CAA Spouse Life,Paid
293745,FP,CAA Life Member - Paid In Full,Paid
293812,LB,CAA Golden Bear Life Upgrade,Paid
293821,LB,CAA Golden Bear Life Upgrade,Paid
293849,RL,CAA Regular Life Member,Paid
293853,RL,CAA Regular Life Member,Paid
293864,SR,CAA Sr. Citizen Annual,Paid
293868,SR,CAA Sr. Citizen Annual,Lapsed
293873,RL,CAA Regular Life Member,Paid
293875,RL,CAA Regular Life Member,Paid
293879,NULL,NULL,NULL
293916,FP,CAA Life Member - Paid In Full,Paid
293924,LB,CAA Golden Bear Life Upgrade,Paid
293946,NULL,NULL,NULL
293960,RL,CAA Regular Life Member,Paid
293973,RL,CAA Regular Life Member,Paid
294026,RL,CAA Regular Life Member,Paid
294039,RL,CAA Regular Life Member,Paid
294047,LB,CAA Golden Bear Life Upgrade,Paid
294077,SR,CAA Sr. Citizen Annual,Lapsed
294088,RA,CAA Regular Annual,Lapsed
294091,RL,CAA Regular Life Member,Paid
294103,RA,CAA Regular Annual,Lapsed
294109,RL,CAA Regular Life Member,Paid
294111,RL,CAA Regular Life Member,Paid
294117,RA,CAA Regular Annual,Lapsed
294120,RA,CAA Regular Annual,Lapsed
294130,RL,CAA Regular Life Member,Paid
294182,SR,CAA Sr. Citizen Annual,Paid
294197,LB,CAA Golden Bear Life Upgrade,Paid
294251,SR,CAA Sr. Citizen Annual,Paid
294261,RL,CAA Regular Life Member,Paid
294293,LB,CAA Golden Bear Life Upgrade,Paid
294306,RL,CAA Regular Life Member,Paid
294363,RA,CAA Regular Annual,Lapsed
294366,NULL,NULL,NULL
294379,NULL,NULL,NULL
294410,FP,CAA Life Member - Paid In Full,Paid
294434,RL,CAA Regular Life Member,Paid
294442,LB,CAA Golden Bear Life Upgrade,Paid
294472,NULL,NULL,NULL
294496,RL,CAA Regular Life Member,Paid
294507,RL,CAA Regular Life Member,Paid
294516,RL,CAA Regular Life Member,Paid
294523,RL,CAA Regular Life Member,Paid
294592,RL,CAA Regular Life Member,Paid
294597,RL,CAA Regular Life Member,Paid
294615,RL,CAA Regular Life Member,Paid
294639,LB,CAA Golden Bear Life Upgrade,Paid
294652,SP,CAA Spouse Life,Paid
294691,RL,CAA Regular Life Member,Paid
294697,RL,CAA Regular Life Member,Paid
294707,RA,CAA Regular Annual,Lapsed
294713,NULL,NULL,NULL
294715,RL,CAA Regular Life Member,Paid
294720,FP,CAA Life Member - Paid In Full,Paid
294733,RL,CAA Regular Life Member,Paid
294734,RL,CAA Regular Life Member,Paid
294738,RL,CAA Regular Life Member,Paid
294743,RL,CAA Regular Life Member,Paid
294746,RA,CAA Regular Annual,Lapsed
294751,RL,CAA Regular Life Member,Paid
294756,RL,CAA Regular Life Member,Paid
294764,RL,CAA Regular Life Member,Paid
294768,RL,CAA Regular Life Member,Paid
294788,RL,CAA Regular Life Member,Paid
294797,RL,CAA Regular Life Member,Paid
294803,LB,CAA Golden Bear Life Upgrade,Paid
294806,NULL,NULL,NULL
294857,RL,CAA Regular Life Member,Paid
294910,RL,CAA Regular Life Member,Paid
294918,RL,CAA Regular Life Member,Paid
294925,RL,CAA Regular Life Member,Paid
294943,RL,CAA Regular Life Member,Paid
294948,NULL,NULL,NULL
294961,RL,CAA Regular Life Member,Paid
294965,FP,CAA Life Member - Paid In Full,Paid
294982,NULL,NULL,NULL
294986,RL,CAA Regular Life Member,Paid
294991,NULL,NULL,NULL
294996,RA,CAA Regular Annual,Lapsed
294997,NULL,NULL,NULL
295006,NULL,NULL,NULL
295012,SR,CAA Sr. Citizen Annual,Lapsed
295013,RL,CAA Regular Life Member,Paid
295028,NULL,NULL,NULL
295030,FP,CAA Life Member - Paid In Full,Paid
295038,RL,CAA Regular Life Member,Paid
295047,RL,CAA Regular Life Member,Paid
295059,RL,CAA Regular Life Member,Paid
295074,RL,CAA Regular Life Member,Paid
295082,SP,CAA Spouse Life,Paid
295125,NULL,NULL,NULL
295157,RL,CAA Regular Life Member,Paid
295158,RL,CAA Regular Life Member,Paid
295169,NULL,NULL,NULL
295195,RL,CAA Regular Life Member,Paid
295239,RL,CAA Regular Life Member,Paid
295252,RL,CAA Regular Life Member,Paid
295275,RL,CAA Regular Life Member,Paid
295284,LB,CAA Golden Bear Life Upgrade,Paid
295291,NULL,NULL,NULL
295312,RL,CAA Regular Life Member,Paid
295355,RL,CAA Regular Life Member,Paid
295357,RL,CAA Regular Life Member,Paid
295382,NULL,NULL,NULL
295423,RL,CAA Regular Life Member,Paid
295429,FP,CAA Life Member - Paid In Full,Paid
295464,LB,CAA Golden Bear Life Upgrade,Paid
295482,FP,CAA Life Member - Paid In Full,Paid
295496,RL,CAA Regular Life Member,Paid
295505,LB,CAA Golden Bear Life Upgrade,Paid
295508,RL,CAA Regular Life Member,Paid
295509,LB,CAA Golden Bear Life Upgrade,Paid
295526,RL,CAA Regular Life Member,Paid
295532,P6,CAA Life Annual - Sr. Citizen,Active
295566,RL,CAA Regular Life Member,Paid
295627,RL,CAA Regular Life Member,Paid
295634,LB,CAA Golden Bear Life Upgrade,Paid
295636,RL,CAA Regular Life Member,Paid
295649,SR,CAA Sr. Citizen Annual,Lapsed
295753,LB,CAA Golden Bear Life Upgrade,Paid
295841,RL,CAA Regular Life Member,Paid
295940,RA,CAA Regular Annual,Paid
295944,NULL,NULL,NULL
296102,RL,CAA Regular Life Member,Paid
296120,NULL,NULL,NULL
296148,NULL,NULL,NULL
296153,RL,CAA Regular Life Member,Paid
296171,RA,CAA Regular Annual,Lapsed
296200,NULL,NULL,NULL
296212,SR,CAA Sr. Citizen Annual,Paid
296225,RL,CAA Regular Life Member,Paid
296258,RL,CAA Regular Life Member,Paid
296285,RL,CAA Regular Life Member,Paid
296287,RL,CAA Regular Life Member,Paid
296289,LB,CAA Golden Bear Life Upgrade,Paid
296295,RA,CAA Regular Annual,Lapsed
296331,RA,CAA Regular Annual,Lapsed
296362,SL,CAA Sr. Citizen Life,Paid
296418,RA,CAA Regular Annual,Lapsed
296481,LB,CAA Golden Bear Life Upgrade,Paid
296495,RL,CAA Regular Life Member,Paid
296504,RL,CAA Regular Life Member,Paid
296573,RA,CAA Regular Annual,Lapsed
296659,FP,CAA Life Member - Paid In Full,Paid
296667,RL,CAA Regular Life Member,Paid
296703,LB,CAA Golden Bear Life Upgrade,Paid
296723,NULL,NULL,NULL
296766,RL,CAA Regular Life Member,Paid
296806,RA,CAA Regular Annual,Lapsed
296814,RL,CAA Regular Life Member,Paid
296843,RL,CAA Regular Life Member,Paid
296918,LB,CAA Golden Bear Life Upgrade,Paid
296933,LB,CAA Golden Bear Life Upgrade,Paid
296969,PL,CAA Paying Life,Lapsed
297021,RL,CAA Regular Life Member,Paid
297062,RL,CAA Regular Life Member,Paid
297067,NULL,NULL,NULL
297082,RA,CAA Regular Annual,Lapsed
297093,RA,CAA Regular Annual,Lapsed
297098,RL,CAA Regular Life Member,Paid
297117,RL,CAA Regular Life Member,Paid
297197,SL,CAA Sr. Citizen Life,Paid
297226,NULL,NULL,NULL
297241,NULL,NULL,NULL
297333,RA,CAA Regular Annual,Paid
297352,LB,CAA Golden Bear Life Upgrade,Paid
297429,RL,CAA Regular Life Member,Paid
297447,RA,CAA Regular Annual,Lapsed
297448,NULL,NULL,NULL
297451,RL,CAA Regular Life Member,Paid
297464,FP,CAA Life Member - Paid In Full,Paid
297532,NULL,NULL,NULL
297574,FP,CAA Life Member - Paid In Full,Paid
297589,FP,CAA Life Member - Paid In Full,Paid
297617,RA,CAA Regular Annual,Lapsed
297631,RA,CAA Regular Annual,Lapsed
297666,RL,CAA Regular Life Member,Paid
297677,SR,CAA Sr. Citizen Annual,Paid
297681,RL,CAA Regular Life Member,Paid
297695,RA,CAA Regular Annual,Lapsed
297701,RA,CAA Regular Annual,Lapsed
297709,NULL,NULL,NULL
297710,RA,CAA Regular Annual,Lapsed
297738,RA,CAA Regular Annual,Lapsed
297747,RL,CAA Regular Life Member,Paid
297777,RA,CAA Regular Annual,Lapsed
297808,SL,CAA Sr. Citizen Life,Paid
297811,RA,CAA Regular Annual,Lapsed
297928,NULL,NULL,NULL
297943,RL,CAA Regular Life Member,Paid
297947,RL,CAA Regular Life Member,Paid
297965,RL,CAA Regular Life Member,Paid
297995,GL,CAA Recent Grad Life,Paid
298047,RL,CAA Regular Life Member,Paid
298089,NULL,NULL,NULL
298157,RL,CAA Regular Life Member,Paid
298183,RA,CAA Regular Annual,Lapsed
298220,SR,CAA Sr. Citizen Annual,Paid
298245,FP,CAA Life Member - Paid In Full,Paid
298248,SR,CAA Sr. Citizen Annual,Lapsed
298254,NULL,NULL,NULL
298262,NULL,NULL,NULL
298277,LB,CAA Golden Bear Life Upgrade,Paid
298284,RL,CAA Regular Life Member,Paid
298289,NULL,NULL,NULL
298346,SL,CAA Sr. Citizen Life,Paid
298369,SR,CAA Sr. Citizen Annual,Lapsed
298372,RL,CAA Regular Life Member,Paid
298426,NULL,NULL,NULL
298466,RL,CAA Regular Life Member,Paid
298482,RA,CAA Regular Annual,Lapsed
298489,SR,CAA Sr. Citizen Annual,Paid
298510,RA,CAA Regular Annual,Lapsed
298518,RL,CAA Regular Life Member,Paid
298573,RL,CAA Regular Life Member,Paid
298618,RL,CAA Regular Life Member,Paid
298655,LB,CAA Golden Bear Life Upgrade,Paid
298665,RA,CAA Regular Annual,Lapsed
298696,LB,CAA Golden Bear Life Upgrade,Paid
298724,RL,CAA Regular Life Member,Paid
298730,NULL,NULL,NULL
298781,FP,CAA Life Member - Paid In Full,Paid
298803,SR,CAA Sr. Citizen Annual,Complimentary
298845,NULL,NULL,NULL
298849,RL,CAA Regular Life Member,Paid
298939,SL,CAA Sr. Citizen Life,Paid
298966,RA,CAA Regular Annual,Lapsed
299021,RA,CAA Regular Annual,Paid
299027,NULL,NULL,NULL
299108,RL,CAA Regular Life Member,Paid
299111,LB,CAA Golden Bear Life Upgrade,Paid
299121,RA,CAA Regular Annual,Lapsed
299134,P6,CAA Life Annual - Sr. Citizen,Active
299197,RL,CAA Regular Life Member,Paid
299213,LB,CAA Golden Bear Life Upgrade,Paid
299269,RA,CAA Regular Annual,Lapsed
299312,RL,CAA Regular Life Member,Paid
299347,LB,CAA Golden Bear Life Upgrade,Paid
299365,SL,CAA Sr. Citizen Life,Paid
299480,NULL,NULL,NULL
299502,LB,CAA Golden Bear Life Upgrade,Paid
299679,RL,CAA Regular Life Member,Paid
299867,NULL,NULL,NULL
299870,NULL,NULL,NULL
299914,NULL,NULL,NULL
299929,SR,CAA Sr. Citizen Annual,Paid
299942,FP,CAA Life Member - Paid In Full,Paid
300002,RL,CAA Regular Life Member,Paid
300009,NULL,NULL,NULL
300017,SL,CAA Sr. Citizen Life,Paid
300037,SR,CAA Sr. Citizen Annual,Lapsed
300083,NULL,NULL,NULL
300105,FP,CAA Life Member - Paid In Full,Paid
300197,LB,CAA Golden Bear Life Upgrade,Paid
300369,RL,CAA Regular Life Member,Paid
300404,NULL,NULL,NULL
300461,NULL,NULL,NULL
300464,RA,CAA Regular Annual,Lapsed
300489,NULL,NULL,NULL
300493,FP,CAA Life Member - Paid In Full,Paid
300496,RL,CAA Regular Life Member,Paid
300498,NULL,NULL,NULL
300666,NULL,NULL,NULL
300688,RL,CAA Regular Life Member,Paid
300695,NULL,NULL,NULL
300702,RA,CAA Regular Annual,Lapsed
300732,RL,CAA Regular Life Member,Paid
300742,RA,CAA Regular Annual,Lapsed
300756,NULL,NULL,NULL
300762,NULL,NULL,NULL
300804,P5,CAA Life Annual - Recent Grad,Active
300812,RL,CAA Regular Life Member,Paid
300830,RL,CAA Regular Life Member,Paid
300855,FP,CAA Life Member - Paid In Full,Paid
300909,RA,CAA Regular Annual,Lapsed
300958,LB,CAA Golden Bear Life Upgrade,Paid
301029,RL,CAA Regular Life Member,Paid
301127,RL,CAA Regular Life Member,Paid
301179,NULL,NULL,NULL
301201,NULL,NULL,NULL
301231,RA,CAA Regular Annual,Lapsed
301245,NULL,NULL,NULL
301293,SP,CAA Spouse Life,Paid
301316,RA,CAA Regular Annual,Paid
301320,FP,CAA Life Member - Paid In Full,Paid
301322,RL,CAA Regular Life Member,Paid
301327,LB,CAA Golden Bear Life Upgrade,Paid
301335,RA,CAA Regular Annual,Lapsed
301344,NULL,NULL,NULL
301384,RL,CAA Regular Life Member,Paid
301387,SL,CAA Sr. Citizen Life,Paid
301409,RA,CAA Regular Annual,Lapsed
301415,RL,CAA Regular Life Member,Paid
301431,SL,CAA Sr. Citizen Life,Paid
301456,RL,CAA Regular Life Member,Paid
301484,LB,CAA Golden Bear Life Upgrade,Paid
301550,NULL,NULL,NULL
301553,SR,CAA Sr. Citizen Annual,Paid
301575,RL,CAA Regular Life Member,Paid
301576,RL,CAA Regular Life Member,Paid
301621,RA,CAA Regular Annual,Lapsed
301658,LB,CAA Golden Bear Life Upgrade,Paid
301661,RL,CAA Regular Life Member,Paid
301731,RA,CAA Regular Annual,Lapsed
301736,LB,CAA Golden Bear Life Upgrade,Paid
301796,RL,CAA Regular Life Member,Paid
301817,RL,CAA Regular Life Member,Paid
301850,NULL,NULL,NULL
301895,RL,CAA Regular Life Member,Paid
301905,SL,CAA Sr. Citizen Life,Paid
301982,BL,CAA Golden Bear Life Paid In Full,Paid
301987,NULL,NULL,NULL
302021,RA,CAA Regular Annual,Lapsed
302025,NULL,NULL,NULL
302047,RL,CAA Regular Life Member,Paid
302156,RL,CAA Regular Life Member,Paid
302251,RA,CAA Regular Annual,Lapsed
302262,NULL,NULL,NULL
302270,NULL,NULL,NULL
302273,NULL,NULL,NULL
302309,SR,CAA Sr. Citizen Annual,Lapsed
302330,RL,CAA Regular Life Member,Paid
302342,RL,CAA Regular Life Member,Paid
302346,NULL,NULL,NULL
302352,NULL,NULL,NULL
302354,P6,CAA Life Annual - Sr. Citizen,Active
302387,NULL,NULL,NULL
302404,NULL,NULL,NULL
302421,RL,CAA Regular Life Member,Paid
302431,LB,CAA Golden Bear Life Upgrade,Paid
302472,SP,CAA Spouse Life,Paid
302474,RA,CAA Regular Annual,Lapsed
302496,RA,CAA Regular Annual,Lapsed
302562,RL,CAA Regular Life Member,Paid
302592,NULL,NULL,NULL
302617,RL,CAA Regular Life Member,Paid
302648,NULL,NULL,NULL
302711,RA,CAA Regular Annual,Lapsed
302718,RA,CAA Regular Annual,Lapsed
302765,SR,CAA Sr. Citizen Annual,Paid
302813,FP,CAA Life Member - Paid In Full,Paid
302821,RL,CAA Regular Life Member,Paid
302865,NULL,NULL,NULL
302947,NULL,NULL,NULL
303003,RL,CAA Regular Life Member,Paid
303026,NULL,NULL,NULL
303046,RL,CAA Regular Life Member,Paid
303057,NULL,NULL,NULL
